image_id,candidate_id,image_path,image_width,image_height,x_min,y_min,x_max,y_max,relevance
01d5f5423c70,ac4322b318c4,train/01d5f5423c70.jpg,812,414,459,70,515,126,0.0
01d5f5423c70,aec863b50f11,train/01d5f5423c70.jpg,812,414,287,6,343,62,1.0
01d5f5423c70,b5546a5201e1,train/01d5f5423c70.jpg,812,414,285,8,341,64,1.0
01d5f5423c70,bbbeadf1e8d5,train/01d5f5423c70.jpg,812,414,284,4,340,60,3.0
01d5f5423c70,bf7d2d5ed6bc,train/01d5f5423c70.jpg,812,414,735,263,791,319,0.0
01d5f5423c70,bfd4575ed2a0,train/01d5f5423c70.jpg,812,414,290,3,346,59,0.0
01d5f5423c70,c0a3c46589f5,train/01d5f5423c70.jpg,812,414,244,58,300,114,0.0
01d5f5423c70,c558bd4f3929,train/01d5f5423c70.jpg,812,414,126,346,182,402,0.0
01d5f5423c70,c7b7475cd734,train/01d5f5423c70.jpg,812,414,609,310,665,366,0.0
01d5f5423c70,c8d116cb90aa,train/01d5f5423c70.jpg,812,414,286,2,342,58,1.0
01d5f5423c70,cb982e29b977,train/01d5f5423c70.jpg,812,414,534,265,590,321,0.0
01d5f5423c70,cbcb31d9d062,train/01d5f5423c70.jpg,812,414,42,206,98,262,0.0
01d5f5423c70,d03807e71ffc,train/01d5f5423c70.jpg,812,414,17,126,73,182,0.0
01d5f5423c70,d14e5f7cdf8a,train/01d5f5423c70.jpg,812,414,716,38,772,94,0.0
01d5f5423c70,d1f299b67a41,train/01d5f5423c70.jpg,812,414,625,324,681,380,0.0
01d5f5423c70,d32798a3c24d,train/01d5f5423c70.jpg,812,414,282,2,338,58,1.0
01d5f5423c70,d3d7fd312af4,train/01d5f5423c70.jpg,812,414,433,128,489,184,0.0
01d5f5423c70,e29fcf3207fa,train/01d5f5423c70.jpg,812,414,395,163,451,219,0.0
01d5f5423c70,e77a1db77d2a,train/01d5f5423c70.jpg,812,414,611,63,667,119,0.0
01d5f5423c70,eb2b2885d3e6,train/01d5f5423c70.jpg,812,414,613,94,669,150,0.0
01d5f5423c70,ee81a84eab58,train/01d5f5423c70.jpg,812,414,315,167,371,223,0.0
01d5f5423c70,eecd5928e406,train/01d5f5423c70.jpg,812,414,283,3,339,59,1.0
01d5f5423c70,f13c92dfacd9,train/01d5f5423c70.jpg,812,414,648,268,704,324,0.0
01d5f5423c70,f1713d30d5a2,train/01d5f5423c70.jpg,812,414,611,337,667,393,0.0
01d5f5423c70,f47095887795,train/01d5f5423c70.jpg,812,414,573,267,629,323,0.0
01d5f5423c70,fad43c92738d,train/01d5f5423c70.jpg,812,414,609,230,665,286,0.0
01d5f5423c70,fca1ac1cb41e,train/01d5f5423c70.jpg,812,414,530,176,586,232,0.0
01d5f5423c70,fddb3667772b,train/01d5f5423c70.jpg,812,414,283,7,339,63,1.0
01d5f5423c70,ff892e808ce1,train/01d5f5423c70.jpg,812,414,253,216,309,272,0.0
02b7ed17a2dd,03bc6333125c,train/02b7ed17a2dd.jpg,327,353,12,139,68,195,1.0
02b7ed17a2dd,05f7e5389526,train/02b7ed17a2dd.jpg,327,353,17,188,73,244,1.0
02b7ed17a2dd,0bcf0824f4d0,train/02b7ed17a2dd.jpg,327,353,16,191,72,247,1.0
02b7ed17a2dd,0eb8825850f0,train/02b7ed17a2dd.jpg,327,353,36,129,92,185,1.0
02b7ed17a2dd,1226212da3e4,train/02b7ed17a2dd.jpg,327,353,35,131,91,187,1.0
02b7ed17a2dd,12fec8defb35,train/02b7ed17a2dd.jpg,327,353,17,196,73,252,0.0
02b7ed17a2dd,1994507a4cb9,train/02b7ed17a2dd.jpg,327,353,15,137,71,193,0.0
02b7ed17a2dd,1b662b4c9ab5,train/02b7ed17a2dd.jpg,327,353,8,146,64,202,0.0
02b7ed17a2dd,1c44c47f5294,train/02b7ed17a2dd.jpg,327,353,8,140,64,196,1.0
02b7ed17a2dd,1fd580588ebc,train/02b7ed17a2dd.jpg,327,353,14,187,70,243,1.0
02b7ed17a2dd,237f6708d9bc,train/02b7ed17a2dd.jpg,327,353,44,134,100,190,0.0
02b7ed17a2dd,245461e929e2,train/02b7ed17a2dd.jpg,327,353,9,144,65,200,1.0
02b7ed17a2dd,25e1cb07ccd4,train/02b7ed17a2dd.jpg,327,353,16,187,72,243,1.0
02b7ed17a2dd,26639ba6b244,train/02b7ed17a2dd.jpg,327,353,12,189,68,245,1.0
02b7ed17a2dd,276e06ed0aaf,train/02b7ed17a2dd.jpg,327,353,33,131,89,187,1.0
02b7ed17a2dd,28abbd5e5d49,train/02b7ed17a2dd.jpg,327,353,15,189,71,245,1.0
02b7ed17a2dd,28c70810063a,train/02b7ed17a2dd.jpg,327,353,16,189,72,245,1.0
02b7ed17a2dd,2a0b1c3ff92c,train/02b7ed17a2dd.jpg,327,353,9,145,65,201,1.0
02b7ed17a2dd,2d95a420f81e,train/02b7ed17a2dd.jpg,327,353,10,141,66,197,1.0
02b7ed17a2dd,30ef780e5557,train/02b7ed17a2dd.jpg,327,353,37,134,93,190,1.0
02b7ed17a2dd,33a7ee6be855,train/02b7ed17a2dd.jpg,327,353,36,133,92,189,1.0
02b7ed17a2dd,33b346bbb7ed,train/02b7ed17a2dd.jpg,327,353,31,133,87,189,1.0
02b7ed17a2dd,3477f3507716,train/02b7ed17a2dd.jpg,327,353,32,135,88,191,1.0
02b7ed17a2dd,35fa5b0ac773,train/02b7ed17a2dd.jpg,327,353,12,190,68,246,1.0
02b7ed17a2dd,36b3f1d8fbe8,train/02b7ed17a2dd.jpg,327,353,29,130,85,186,0.0
02b7ed17a2dd,36d2ebdb5fe7,train/02b7ed17a2dd.jpg,327,353,12,183,68,239,0.0
02b7ed17a2dd,3a1040c49c9f,train/02b7ed17a2dd.jpg,327,353,11,190,67,246,1.0
02b7ed17a2dd,48ee977f5522,train/02b7ed17a2dd.jpg,327,353,34,134,90,190,1.0
02b7ed17a2dd,4e95fc3d2a0c,train/02b7ed17a2dd.jpg,327,353,9,141,65,197,3.0
02b7ed17a2dd,4f54822cbff9,train/02b7ed17a2dd.jpg,327,353,16,195,72,251,0.0
02b7ed17a2dd,51a4422aa48d,train/02b7ed17a2dd.jpg,327,353,6,143,62,199,1.0
02b7ed17a2dd,53eeac178a04,train/02b7ed17a2dd.jpg,327,353,33,133,89,189,1.0
02b7ed17a2dd,54343c95ee70,train/02b7ed17a2dd.jpg,327,353,15,190,71,246,1.0
02b7ed17a2dd,547ea02fdf68,train/02b7ed17a2dd.jpg,327,353,12,191,68,247,1.0
02b7ed17a2dd,649cb168a94d,train/02b7ed17a2dd.jpg,327,353,36,131,92,187,1.0
02b7ed17a2dd,653ead9fa4cf,train/02b7ed17a2dd.jpg,327,353,34,129,90,185,0.0
02b7ed17a2dd,65ca33771d40,train/02b7ed17a2dd.jpg,327,353,18,146,74,202,0.0
02b7ed17a2dd,72aab25a3b79,train/02b7ed17a2dd.jpg,327,353,9,143,65,199,1.0
02b7ed17a2dd,7325e5fadb74,train/02b7ed17a2dd.jpg,327,353,35,134,91,190,1.0
02b7ed17a2dd,753416451bc5,train/02b7ed17a2dd.jpg,327,353,11,187,67,243,0.0
02b7ed17a2dd,7b2feae0f61e,train/02b7ed17a2dd.jpg,327,353,35,130,91,186,1.0
02b7ed17a2dd,7b3489ea1678,train/02b7ed17a2dd.jpg,327,353,7,142,63,198,1.0
02b7ed17a2dd,7fc4670e474e,train/02b7ed17a2dd.jpg,327,353,30,132,86,188,0.0
02b7ed17a2dd,80c40f37047a,train/02b7ed17a2dd.jpg,327,353,31,128,87,184,0.0
02b7ed17a2dd,820ebe1e6a33,train/02b7ed17a2dd.jpg,327,353,11,141,67,197,1.0
02b7ed17a2dd,846b5040cba5,train/02b7ed17a2dd.jpg,327,353,11,145,67,201,1.0
02b7ed17a2dd,8475fa75a43e,train/02b7ed17a2dd.jpg,327,353,11,146,67,202,1.0
02b7ed17a2dd,886dd943c13b,train/02b7ed17a2dd.jpg,327,353,13,189,69,245,3.0
02b7ed17a2dd,9072205ecbf1,train/02b7ed17a2dd.jpg,327,353,14,191,70,247,1.0
02b7ed17a2dd,9788561935a6,train/02b7ed17a2dd.jpg,327,353,31,132,87,188,1.0
02b7ed17a2dd,97efc076ee04,train/02b7ed17a2dd.jpg,327,353,11,142,67,198,1.0
02b7ed17a2dd,9b7c220c00d0,train/02b7ed17a2dd.jpg,327,353,19,184,75,240,0.0
02b7ed17a2dd,9c1bc605e52f,train/02b7ed17a2dd.jpg,327,353,13,141,69,197,1.0
02b7ed17a2dd,9c3d0c54eaff,train/02b7ed17a2dd.jpg,327,353,34,133,90,189,1.0
02b7ed17a2dd,9deca9c8d772,train/02b7ed17a2dd.jpg,327,353,8,142,64,198,1.0
02b7ed17a2dd,a5c6ae1329c2,train/02b7ed17a2dd.jpg,327,353,9,140,65,196,1.0
02b7ed17a2dd,a5dc0fc20498,train/02b7ed17a2dd.jpg,327,353,8,141,64,197,1.0
02b7ed17a2dd,aa568eb840fa,train/02b7ed17a2dd.jpg,327,353,9,188,65,244,0.0
02b7ed17a2dd,aeba393b0db9,train/02b7ed17a2dd.jpg,327,353,1,142,57,198,0.0
02b7ed17a2dd,b42fb519c635,train/02b7ed17a2dd.jpg,327,353,11,188,67,244,1.0
02b7ed17a2dd,b62064b741e7,train/02b7ed17a2dd.jpg,327,353,34,131,90,187,1.0
02b7ed17a2dd,b904adff48c4,train/02b7ed17a2dd.jpg,327,353,12,145,68,201,1.0
02b7ed17a2dd,bafefc4d8af9,train/02b7ed17a2dd.jpg,327,353,35,136,91,192,1.0
02b7ed17a2dd,bb19d3703dde,train/02b7ed17a2dd.jpg,327,353,6,141,62,197,0.0
02b7ed17a2dd,be18ddc1042b,train/02b7ed17a2dd.jpg,327,353,42,129,98,185,0.0
02b7ed17a2dd,c328fe1f2695,train/02b7ed17a2dd.jpg,327,353,10,140,66,196,1.0
02b7ed17a2dd,c4b87e6209dd,train/02b7ed17a2dd.jpg,327,353,12,188,68,244,1.0
02b7ed17a2dd,c85405ab6e7e,train/02b7ed17a2dd.jpg,327,353,32,134,88,190,1.0
02b7ed17a2dd,c8bee18c67cd,train/02b7ed17a2dd.jpg,327,353,1,146,57,202,0.0
02b7ed17a2dd,c91a02498ef2,train/02b7ed17a2dd.jpg,327,353,9,150,65,206,0.0
02b7ed17a2dd,cb83a5d7e272,train/02b7ed17a2dd.jpg,327,353,34,126,90,182,0.0
02b7ed17a2dd,cf532f8a179c,train/02b7ed17a2dd.jpg,327,353,35,135,91,191,1.0
02b7ed17a2dd,d84187b41388,train/02b7ed17a2dd.jpg,327,353,14,188,70,244,1.0
02b7ed17a2dd,da454f32046c,train/02b7ed17a2dd.jpg,327,353,13,192,69,248,1.0
02b7ed17a2dd,db20db2ab16b,train/02b7ed17a2dd.jpg,327,353,34,125,90,181,0.0
02b7ed17a2dd,df17072875a8,train/02b7ed17a2dd.jpg,327,353,8,139,64,195,1.0
02b7ed17a2dd,df4e07f3f045,train/02b7ed17a2dd.jpg,327,353,12,196,68,252,0.0
02b7ed17a2dd,e545ca4511a8,train/02b7ed17a2dd.jpg,327,353,14,186,70,242,1.0
02b7ed17a2dd,e89f137a7207,train/02b7ed17a2dd.jpg,327,353,8,145,64,201,0.0
02b7ed17a2dd,e9b006310a4b,train/02b7ed17a2dd.jpg,327,353,15,192,71,248,1.0
02b7ed17a2dd,ead70acd3c41,train/02b7ed17a2dd.jpg,327,353,36,132,92,188,1.0
02b7ed17a2dd,eb095e1b2166,train/02b7ed17a2dd.jpg,327,353,19,191,75,247,0.0
02b7ed17a2dd,ed0689bb1d30,train/02b7ed17a2dd.jpg,327,353,174,90,230,146,0.0
02b7ed17a2dd,ef05b1b1dc80,train/02b7ed17a2dd.jpg,327,353,36,130,92,186,1.0
02b7ed17a2dd,f30483825d6c,train/02b7ed17a2dd.jpg,327,353,14,190,70,246,1.0
02b7ed17a2dd,f7651d685ee0,train/02b7ed17a2dd.jpg,327,353,33,132,89,188,3.0
02b7ed17a2dd,ff196e80c648,train/02b7ed17a2dd.jpg,327,353,6,142,62,198,1.0
02b7ed17a2dd,ff45434dd008,train/02b7ed17a2dd.jpg,327,353,13,188,69,244,1.0
030ee8fc3541,050cde48e54c,train/030ee8fc3541.jpg,262,483,63,160,119,216,1.0
030ee8fc3541,08f672d07cb9,train/030ee8fc3541.jpg,262,483,61,163,117,219,1.0
030ee8fc3541,09894eb0e673,train/030ee8fc3541.jpg,262,483,199,357,255,413,0.0
030ee8fc3541,10701a233c33,train/030ee8fc3541.jpg,262,483,64,156,120,212,1.0
030ee8fc3541,1243af863a72,train/030ee8fc3541.jpg,262,483,133,21,189,77,0.0
030ee8fc3541,13d4ed78e299,train/030ee8fc3541.jpg,262,483,63,155,119,211,0.0
030ee8fc3541,165f87d4ee27,train/030ee8fc3541.jpg,262,483,62,163,118,219,1.0
030ee8fc3541,19a4c3107605,train/030ee8fc3541.jpg,262,483,181,301,237,357,0.0
030ee8fc3541,1e16b22f910a,train/030ee8fc3541.jpg,262,483,63,164,119,220,0.0
030ee8fc3541,1e841fa6fc15,train/030ee8fc3541.jpg,262,483,198,282,254,338,0.0
030ee8fc3541,242138c8cbcc,train/030ee8fc3541.jpg,262,483,22,247,78,303,0.0
030ee8fc3541,24a7b79036f2,train/030ee8fc3541.jpg,262,483,137,14,193,70,1.0
030ee8fc3541,254c4456f15f,train/030ee8fc3541.jpg,262,483,135,13,191,69,1.0
030ee8fc3541,2805f05d5567,train/030ee8fc3541.jpg,262,483,53,299,109,355,0.0
030ee8fc3541,2f9d428a00f3,train/030ee8fc3541.jpg,262,483,63,158,119,214,1.0
030ee8fc3541,330aba6ca2e7,train/030ee8fc3541.jpg,262,483,59,160,115,216,1.0
030ee8fc3541,36290a20de68,train/030ee8fc3541.jpg,262,483,135,7,191,63,0.0
030ee8fc3541,3726ec877095,train/030ee8fc3541.jpg,262,483,66,161,122,217,0.0
030ee8fc3541,38499ba78bef,train/030ee8fc3541.jpg,262,483,133,11,189,67,1.0
030ee8fc3541,408acb37b51a,train/030ee8fc3541.jpg,262,483,27,397,83,453,0.0
030ee8fc3541,47b956ad07fb,train/030ee8fc3541.jpg,262,483,143,139,199,195,0.0
030ee8fc3541,4c732381752b,train/030ee8fc3541.jpg,262,483,62,168,118,224,0.0
030ee8fc3541,5537851d338a,train/030ee8fc3541.jpg,262,483,65,159,121,215,1.0
030ee8fc3541,56655745dade,train/030ee8fc3541.jpg,262,483,137,11,193,67,1.0
030ee8fc3541,5f89d69d8096,train/030ee8fc3541.jpg,262,483,62,161,118,217,1.0
030ee8fc3541,60aeb6e1a7eb,train/030ee8fc3541.jpg,262,483,2,260,58,316,0.0
030ee8fc3541,672284de4631,train/030ee8fc3541.jpg,262,483,40,346,96,402,0.0
030ee8fc3541,6a16b9d4b66e,train/030ee8fc3541.jpg,262,483,32,95,88,151,0.0
030ee8fc3541,6b048fc87beb,train/030ee8fc3541.jpg,262,483,134,15,190,71,1.0
030ee8fc3541,6f01671d2b30,train/030ee8fc3541.jpg,262,483,181,285,237,341,0.0
030ee8fc3541,710b42dfedf5,train/030ee8fc3541.jpg,262,483,139,228,195,284,0.0
030ee8fc3541,71e4b2eb039d,train/030ee8fc3541.jpg,262,483,188,140,244,196,0.0
030ee8fc3541,724f806f679d,train/030ee8fc3541.jpg,262,483,136,14,192,70,1.0
030ee8fc3541,73b1c12bf265,train/030ee8fc3541.jpg,262,483,142,14,198,70,0.0
030ee8fc3541,74b1590dee22,train/030ee8fc3541.jpg,262,483,153,83,209,139,0.0
030ee8fc3541,74f238d132ba,train/030ee8fc3541.jpg,262,483,12,61,68,117,0.0
030ee8fc3541,77afc5651172,train/030ee8fc3541.jpg,262,483,61,160,117,216,3.0
030ee8fc3541,8106d5b5a222,train/030ee8fc3541.jpg,262,483,60,164,116,220,0.0
030ee8fc3541,8197e7a91e1d,train/030ee8fc3541.jpg,262,483,107,316,163,372,0.0
030ee8fc3541,8490727b6a54,train/030ee8fc3541.jpg,262,483,135,10,191,66,1.0
030ee8fc3541,8c0234c5e0fc,train/030ee8fc3541.jpg,262,483,135,11,191,67,1.0
030ee8fc3541,8cfe79877ecb,train/030ee8fc3541.jpg,262,483,85,309,141,365,0.0
030ee8fc3541,8deae2c15b50,train/030ee8fc3541.jpg,262,483,131,13,187,69,1.0
030ee8fc3541,8ec175117084,train/030ee8fc3541.jpg,262,483,61,161,117,217,1.0
030ee8fc3541,8f3da68a9e09,train/030ee8fc3541.jpg,262,483,137,10,193,66,1.0
030ee8fc3541,8f747b927ff4,train/030ee8fc3541.jpg,262,483,128,8,184,64,0.0
030ee8fc3541,926a61b79aba,train/030ee8fc3541.jpg,262,483,60,159,116,215,1.0
030ee8fc3541,93a677adb3b6,train/030ee8fc3541.jpg,262,483,132,13,188,69,1.0
030ee8fc3541,945ef184e4af,train/030ee8fc3541.jpg,262,483,132,14,188,70,1.0
030ee8fc3541,956115019eaf,train/030ee8fc3541.jpg,262,483,66,155,122,211,0.0
030ee8fc3541,988e6e8713aa,train/030ee8fc3541.jpg,262,483,60,160,116,216,1.0
030ee8fc3541,98a9129b4adf,train/030ee8fc3541.jpg,262,483,65,162,121,218,0.0
030ee8fc3541,98c2d9350ac3,train/030ee8fc3541.jpg,262,483,126,15,182,71,0.0
030ee8fc3541,9b163d42e56c,train/030ee8fc3541.jpg,262,483,61,156,117,212,1.0
030ee8fc3541,9ce9734bda3d,train/030ee8fc3541.jpg,262,483,136,19,192,75,0.0
030ee8fc3541,9e3b46597ba4,train/030ee8fc3541.jpg,262,483,130,17,186,73,0.0
030ee8fc3541,a3ce7c4cf08e,train/030ee8fc3541.jpg,262,483,64,159,120,215,1.0
030ee8fc3541,a95f9f17ee9d,train/030ee8fc3541.jpg,262,483,174,223,230,279,0.0
030ee8fc3541,aa80d3de4f0e,train/030ee8fc3541.jpg,262,483,58,164,114,220,0.0
030ee8fc3541,ad00e6e8823b,train/030ee8fc3541.jpg,262,483,61,162,117,218,1.0
030ee8fc3541,ad40707b296e,train/030ee8fc3541.jpg,262,483,160,163,216,219,0.0
030ee8fc3541,af1c6f42c54f,train/030ee8fc3541.jpg,262,483,133,13,189,69,1.0
030ee8fc3541,b0618c11d470,train/030ee8fc3541.jpg,262,483,65,160,121,216,1.0
030ee8fc3541,b12cf2f6277e,train/030ee8fc3541.jpg,262,483,9,6,65,62,0.0
030ee8fc3541,b1cdbce2ddfb,train/030ee8fc3541.jpg,262,483,62,157,118,213,1.0
030ee8fc3541,b42e637fac2e,train/030ee8fc3541.jpg,262,483,149,349,205,405,0.0
030ee8fc3541,b5fed028d028,train/030ee8fc3541.jpg,262,483,140,8,196,64,0.0
030ee8fc3541,bbede0802997,train/030ee8fc3541.jpg,262,483,58,161,114,217,0.0
030ee8fc3541,bc428aa1a25e,train/030ee8fc3541.jpg,262,483,36,295,92,351,0.0
030ee8fc3541,c29638387f91,train/030ee8fc3541.jpg,262,483,85,394,141,450,0.0
030ee8fc3541,c51868b12c5d,train/030ee8fc3541.jpg,262,483,137,16,193,72,0.0
030ee8fc3541,ca9927c09044,train/030ee8fc3541.jpg,262,483,203,351,259,407,0.0
030ee8fc3541,cdf1eb085efd,train/030ee8fc3541.jpg,262,483,34,254,90,310,0.0
030ee8fc3541,d357bf049ccf,train/030ee8fc3541.jpg,262,483,14,21,70,77,0.0
030ee8fc3541,d44889cdaa2c,train/030ee8fc3541.jpg,262,483,60,156,116,212,1.0
030ee8fc3541,d78c1358aa01,train/030ee8fc3541.jpg,262,483,135,14,191,70,3.0
030ee8fc3541,d8ca13d912dc,train/030ee8fc3541.jpg,262,483,138,12,194,68,1.0
030ee8fc3541,da4e445c0abc,train/030ee8fc3541.jpg,262,483,133,19,189,75,0.0
030ee8fc3541,dae86a3adf34,train/030ee8fc3541.jpg,262,483,135,16,191,72,1.0
030ee8fc3541,dccc02497986,train/030ee8fc3541.jpg,262,483,71,250,127,306,0.0
030ee8fc3541,de5780bf8bc5,train/030ee8fc3541.jpg,262,483,136,10,192,66,1.0
030ee8fc3541,ea3ab4f80c96,train/030ee8fc3541.jpg,262,483,158,409,214,465,0.0
030ee8fc3541,ea74871a98e6,train/030ee8fc3541.jpg,262,483,185,322,241,378,0.0
030ee8fc3541,ea7c90e93b05,train/030ee8fc3541.jpg,262,483,137,13,193,69,1.0
030ee8fc3541,ecc59a1d7ee2,train/030ee8fc3541.jpg,262,483,64,162,120,218,1.0
030ee8fc3541,f98a205e2a1e,train/030ee8fc3541.jpg,262,483,134,14,190,70,1.0
030ee8fc3541,fdea790f715e,train/030ee8fc3541.jpg,262,483,68,163,124,219,0.0
04a56fa4aa16,01b5386b0953,train/04a56fa4aa16.jpg,393,390,102,50,158,106,1.0
04a56fa4aa16,01fba30b5301,train/04a56fa4aa16.jpg,393,390,103,168,159,224,1.0
04a56fa4aa16,0222b4b33bf4,train/04a56fa4aa16.jpg,393,390,102,273,158,329,0.0
04a56fa4aa16,119729d3aca1,train/04a56fa4aa16.jpg,393,390,98,274,154,330,1.0
04a56fa4aa16,1ac19af548c4,train/04a56fa4aa16.jpg,393,390,101,277,157,333,1.0
04a56fa4aa16,1ea8d7585b20,train/04a56fa4aa16.jpg,393,390,93,220,149,276,0.0
04a56fa4aa16,2073481fd6d1,train/04a56fa4aa16.jpg,393,390,98,100,154,156,0.0
04a56fa4aa16,20919c5dbda6,train/04a56fa4aa16.jpg,393,390,102,168,158,224,1.0
04a56fa4aa16,258fa1835612,train/04a56fa4aa16.jpg,393,390,108,59,164,115,0.0
04a56fa4aa16,26e30cf47c78,train/04a56fa4aa16.jpg,393,390,100,110,156,166,1.0
04a56fa4aa16,2ad834c4e47b,train/04a56fa4aa16.jpg,393,390,102,223,158,279,1.0
04a56fa4aa16,2ca10a0b840a,train/04a56fa4aa16.jpg,393,390,103,106,159,162,1.0
04a56fa4aa16,2cc341736f9e,train/04a56fa4aa16.jpg,393,390,103,222,159,278,1.0
04a56fa4aa16,2e3e62deed24,train/04a56fa4aa16.jpg,393,390,107,50,163,106,1.0
